Tweet Date,User,Tweet
2022-12-29 01:02:30+00:00,ErikSolheim,"Incredible India 🇮🇳!
One of the highest Shiva temples in the world, the Tungnath Mandir in Uttarakhand lies at an altitude of over 12000 ft. !!

 https://t.co/jIRsDXbKtc"
2022-12-28 02:49:01+00:00,ErikSolheim,"How old you think this tree was?

How many thunderstorms did it withstand?

How many trees grew thanks to him &amp; his seeds?

How many birds &amp; animal called it home?

Old buldings are protected...

WHY AREN'T OLD TREES?🌳💚🌴

@AaravSeth_ https://t.co/RPub2f3pE5"
2022-12-28 02:35:02+00:00,ErikSolheim,"Incredible India 🇮🇳!
The Brihadisvara Temple at Thanjavur, Tamil Nadu. https://t.co/6hboh8dEvc"
2022-12-28 01:37:30+00:00,ErikSolheim,"Ever wondered if you can turn your terrace into an urbanjungle?

Watch how 19 year old Indian 🇮🇳 Aman Sharma converted his terrace into a mini jungle with 500+ plants, 100 birds &amp; 25 butterfly species.

@Amansha24 

 https://t.co/hwhnarSkpD"
2022-12-27 06:31:30+00:00,ErikSolheim,"Bravo!
The Ocean Cleanup program has now removed more than 100,000 kg of plastic from the Great Pacific Garbage Patch!

The ocean isn't a garbage dump. Thank you @TheOceanCleanup 

 https://t.co/QVET9OTU6r"
2022-12-27 01:34:30+00:00,ErikSolheim,"Did you know that a litre of lavender oil costs around Rs 10,000? Watch how the PurpleRevolution is changing lives in the Kashmir valley, India 🇮🇳.

 https://t.co/cieAn0HkW3"
2022-12-27 01:33:01+00:00,ErikSolheim,"Cholas         : 1000+ Yrs
Pandya        : 800 Yrs
Pallava        : 600 Yrs
Chalukya     : 600 Yrs
Ahom           : 650 Yrs
Rashtrakuta : 500 Yrs
Vijaynagar    : 400 Yrs
Chandela      : 400 Yrs

Great history of Bharat 🇮🇳!

@desi_thug1 https://t.co/fXMrYpB9Hs"
2022-12-26 06:28:30+00:00,ErikSolheim,"Africa has tremendous wind potential. It has enough wind to power itself 250x over and generate 90x the windpower currently generated by the rest of the world.

@GWECGlobalWind @benwindstrategy 

 https://t.co/9TNZdrXsIa"
2022-12-26 06:23:00+00:00,ErikSolheim,"This is not Shanghai, this is Nanning, a third-tier city in China 🇨🇳

😊😊😊I like the pedestrian street over there at night.

@TripInChina 

 https://t.co/vqo54rMvd4"
2022-12-26 02:33:00+00:00,ErikSolheim,"Made from recycled plastic drums, Gurugram's Stray Talk India 🇮🇳provides free doghomes saving strays from cold winters.

VC: @mayamohankamal (Instagram)

 https://t.co/lLusJOEPjR"
2022-12-26 02:31:01+00:00,ErikSolheim,"Incredible India 🇮🇳!
A most scenic Hill stations of South India
Valparai Hill Station, Coimbatore, Tamil Nadu. https://t.co/m080K0uf2O"
2022-12-26 02:09:01+00:00,ErikSolheim,"Dhanushkodi is beautiful scenic place in Tamil Nadu 🇮🇳 and major future offshore wind site. Exciting to travel so close to Sri Lanka 🇱🇰, in good sight you can see the island. 

Its home to tremendous Offshore wind potential that India is looking to harness. 

@GWECGlobalWind https://t.co/LZS41ThVtK"
2022-12-25 07:42:30+00:00,ErikSolheim,"A bird telling a hedgehog to hurry across because it's dangerous🦔🕊

@TansuYegen 

 https://t.co/XDB0IiN9lk"
2022-12-25 07:20:00+00:00,ErikSolheim,"DaJicun subway station, which may be the most remote subway station in Nanning, China 🇨🇳. Connecting cities and villages.😄😄😄

@TripInChina 

 https://t.co/cuLYGGYWLl"
2022-12-25 06:49:00+00:00,ErikSolheim,"Is this the best free kick in fotball history?

 https://t.co/14U0wXmhz9"
2022-12-25 06:35:01+00:00,ErikSolheim,"Want a sober reminder of where we are in addressing the climate crisis? 

Over the last 50 years the oil &amp; gas industry has made $3 billion in profits every day. $52 trillion in pure profit.

Time to unplug fossil fuels! https://t.co/6Q9ttdKVGu"
2022-12-25 06:19:00+00:00,ErikSolheim,"Big windmill!😍😃😃

@TripInChina
 https://t.co/Usssn2LWZU"
2022-12-25 02:12:01+00:00,ErikSolheim,"Incedible India 🇮🇳.
Madurai Meenakshiamman Temple.

The Pandyas are another great dynasty of Tamil Nadu.
I visited the Temple and was impressed with their large Gopurams (Towers) and architecture. The beauty is amazing. https://t.co/QdsCj0Dlg1"
2022-12-25 02:02:01+00:00,ErikSolheim,"Incredible India 🇮🇳!
The stunning Parashar Lake in different seasons https://t.co/xuMLnmcdhB"
2022-12-25 01:32:00+00:00,ErikSolheim,"India 🇮🇳 moves fast towards a solar nation!
Providing enough electricity to power 10 thousand homes. Cochin International airport in Kerala runs on 100% solarpower.

 https://t.co/0ukDLDYXDD"
2022-12-24 21:47:00+00:00,ErikSolheim,"Incredible India 🇮🇳!
Amazing Drone view of Rameswaram, Madurai, Thanjavur, Chidambaram, Tiruvarur and Tiruvannamalai Temples... Divine Experience in Tamil Nadu🙏🏻

 https://t.co/hNOqXo256d"
2022-12-24 06:43:00+00:00,ErikSolheim,"Brave girl 🫵🔥❤️

 https://t.co/Ovr2PzPzCb"
2022-12-24 06:15:00+00:00,ErikSolheim,"Our wonderful planet 🌎!

Guyana 🇬🇾 is one of the most remarkable countries I know. The rain forest is close to hundred percent intact. The land is very flat.
But right from the plains come Kaieteur Falls 😍💙💦

 https://t.co/iQH89dpPhQ"
2022-12-24 05:33:00+00:00,ErikSolheim,"The seamstress of the bird world.

Nature is amazing. Protect it.

 https://t.co/64CWpglDR0"
2022-12-24 01:55:03+00:00,ErikSolheim,"Abdul Kalam rose from a humble background in Tamil Nadu to become Indias 🇮🇳 most respected scientist and later beloved president. 

Such an incredibly wonderful story! Great to visit his birth place and museum in Rameswaram. Its like a pilgrimage site! https://t.co/rItjrcZkXO"
2022-12-24 01:18:00+00:00,ErikSolheim,"Incredible India 🇮🇳.
The fist sun rise in the land!
Serenity of the land of rising sun 🌤❤️dong Valley, Arunachal Pradesh.

@ArunachalCMO @ArunachalTsm 
@GoArunachal_

 https://t.co/Ro19xNiEfs"
2022-12-23 21:51:00+00:00,ErikSolheim,"From a dump yard to a forest near the city!!!
This space is now home to more than 50,000 saplings supported by many nature lovers and corporates who wish to bring back lost green cover of our cities. 

Bravo @kapil_saytrees @saytrees_ind @AMalligavad 

 https://t.co/0nfkfIoaR4"
2022-12-23 02:10:01+00:00,ErikSolheim,"Incredible India 🇮🇳!

The colossal and captivating Adiyogi Shiva Murti is the world`s largest bust sculpture. Coimbatore, Tamil Nadu.

@SadhguruJV @ishafoundation https://t.co/id6p8MmHNR"
2022-12-23 01:59:01+00:00,ErikSolheim,"Very important!
President Xi tells Russia’s Medvedev that China 🇨🇳 wants talks on Ukraine. Its time for peace, not war!

https://t.co/V06oREAoxZ https://t.co/kqgOgDbW1N"
2022-12-23 01:56:00+00:00,ErikSolheim,"The Ice Is Melting
The Land Is Burning
The Ocean Is Dying
The Living Planet Is Unravelling 
It's happening on our watch.

No more delays. ActOnClimate

 https://t.co/9avH2DdJ89"
2022-12-23 01:55:00+00:00,ErikSolheim,"Sea otter mothers cradle their pup on their chest away from the cold water and give them almost constand attention and cuddles. 

Nature is amazing. Protect it. 

 https://t.co/jGzpHebRjR"
2022-12-23 01:33:01+00:00,ErikSolheim,"Bravo Bengaluru 🇮🇳!

Tata Motors announced that Bengaluru Metropolitan Transport Corporation has signed a agreement for operation of 921 electric buses.

This is part of the great Convergence program!

@ConvergenceCESL @mahuaacharya 

https://t.co/l60OGubpzW https://t.co/lLcr06ULrj"
2022-12-23 00:57:00+00:00,ErikSolheim,"A true Indian 🇮🇳 hero!

Widowed at 14, Basanti Devi dedicated her whole life to saving the forests of Uttarakhand. At 64, she was awarded PadmaShri.

 https://t.co/FR1TNMNfM4"
2022-12-22 21:45:00+00:00,ErikSolheim,"Hats off!
Earning 30 Lakhs yearly, Bundelkhand’s National-award winning Akash Chaurasia 🇮🇳 has trained 80,000 farmers and educated 12000 others about his multilayerfarming.

 https://t.co/uomI1URsR9"
2022-12-22 02:53:00+00:00,ErikSolheim,"This marine reserve in Mexico 🇲🇽  was almost dead. 19 years later its teeming with life showing the world how we can save the ocean.

 https://t.co/GO1PWkGnFO"
2022-12-22 02:21:01+00:00,ErikSolheim,"Bravo India 🇮🇳!
Mahindra will invest 100 billion rupees in electric vehicle factory in Pune.

@anandmahindra 

https://t.co/JvgjtTXtVt https://t.co/pt0QOHbpzH"
2022-12-21 21:55:00+00:00,ErikSolheim,"How strong are Indian 🇮🇳 women!

PadmaShri Bhuri Bai's incredible journey from struggling as a daily wager to selling her art in Sotheby’s famed auction! 

 https://t.co/Wtx7UUZSOZ"
2022-12-21 07:51:05+00:00,ErikSolheim,"Well done China 🇨🇳!
China will begin building the headquarters of the Economic Community of West African States (Ecowas) in Abuja, Nigeria to the tune of $32 million.

https://t.co/BedIseaaHe https://t.co/zxA029Cu3z"
2022-12-21 02:54:00+00:00,ErikSolheim,"Coca Cola produces 3 million tonnes of plastic packaging a year – equivalent to 200,000 bottles a minute.

Send @CocaCola a message. It's time to end plasticpollution!

 https://t.co/WVAZUnLP5y"
2022-12-21 01:51:00+00:00,ErikSolheim,"This photovoltaic power plant in Zhejiang China uses both solar and tidal power to generate electricity.

We have so many solutions. Implement them. 

@discoverzj @izhejiang 

 https://t.co/hmNOvNiUGN"
2022-12-21 01:07:00+00:00,ErikSolheim,"Incredible India 🇮🇳!
Telangana has restored the 17th Century Bansilalpet Stepwell to its original glory. 

It once served drinking water needs of the locality, but later was neglected to turn into a garbage dump. 

Bravo @MinisterKTR !

 https://t.co/WXIWQcj37X"
2022-12-21 00:53:00+00:00,ErikSolheim,"Incredible India 🇮🇳!

Beautiful Beach Roads of Udupi ♥️ Karnataka.

@VisitUdupi 

 https://t.co/IEUUS7d77L"
2022-12-20 10:21:01+00:00,ErikSolheim,"Drastic law in Nw Zealand!

New Zealand will phase in a near-total tobacco ban from next year.
Legislation means that anyone born after 2008 will never be able to buy cigarettes or tobacco products.

https://t.co/b607fReLl9 https://t.co/lo0xUA0Oje"
2022-12-20 05:35:00+00:00,ErikSolheim,"Solar technology is improving by the day!

This concentrated solar project might revolutionize how we produce clean energy. 400 giant mirrors focusing the power of the sun.

 https://t.co/ggAlZgshtK"
2022-12-20 03:48:00+00:00,ErikSolheim,"""We are losing biodiversity at a rate unparrelled in human history."" Global wildlife populations have sunk over 60% since 1970.

We are destroying ourselves and taking nature with us. 

Time to protect people and the planet. 

 https://t.co/8jFMJA7BPF"
2022-12-20 02:28:00+00:00,ErikSolheim,"Mountain roads in Chongqing, China 🇨🇳!

@visitchongqing @iChongQing 

 https://t.co/lwniRjqdWF"
2022-12-20 01:35:01+00:00,ErikSolheim,"India 🇮🇳 going renewable. Tamil Nasdu taking the lead!
Parking lot in Chennai

@zfoska https://t.co/1szsXv4c7p"
2022-12-20 01:31:01+00:00,ErikSolheim,"India 🇮🇳 will be world biggest nation in 2023.
This brilliant map puts Indian population into perspective. https://t.co/Mtu8GPZaPV"
2022-12-19 21:33:00+00:00,ErikSolheim,"Well done Tamil Nadu 🇮🇳!
Dolphin rescue jointly by Forest staff and fishermen at Ervadi Beat, Keelkarai Range, Ramanathapuram.

Gratitude to all local fisherfolk and dedicated forest staff for this wonderful gesture 👍👏 

@supriyasahuias 

 https://t.co/GjD2pOYZRR"
2022-12-19 13:11:35+00:00,ErikSolheim,"Great to pay respect to the grand old man of Sri Lankan 🇱🇰 Tamil politics. R Sampanthan will soon round 90.

Sampanthan told me that time has come for Sri Lanka to find solution to both economic and ethnic issue and that he will go all out to secure that.

With @MASumanthiran https://t.co/QlmMZfa6yu"
2022-12-19 09:36:12+00:00,ErikSolheim,"Good to meet Sajith Premadasa, Leader of Opposition in Sri Lanka 🇱🇰! We discussed opportunities for Sri Lanka in the renewable revolution and in protecting the beautful nature helped by carbon credits. 

Sajith Premadasa will make his SJB party a vehicle for green development. https://t.co/XGZ5MSMWs5"
2022-12-19 08:04:00+00:00,ErikSolheim,"A simple technique to improve bicycle safety

 https://t.co/8h0obmmteY"
2022-12-19 07:13:01+00:00,ErikSolheim,"Bravo! This is big!
HSBC, Europe’s  🇪🇺 biggest bank, announces it will no longer finance new oil and gas fields as part of its updated climate strategy.

https://t.co/GXlrUUOyin https://t.co/N3Vy5ltOyA"
2022-12-19 06:20:00+00:00,ErikSolheim,"The Arctic is warming 4 to 7 times more that rest of world. The Antarctica ice shelf melt rates are 20% to 40% higher than predicted. We need more climate ambition!

 https://t.co/Uz2sagEL0g"
2022-12-19 05:44:01+00:00,ErikSolheim,"This is wonderful Suzhou. One of the richest cities in China 🇨🇳.
For much of human history it was the biggest non-capital city in the world.

@VisitSuzhou @ThisisSuzhou @TripInChina 

Photo by weibo@骑水鸟的维生素 https://t.co/N3jPJufGrj"
2022-12-19 01:37:01+00:00,ErikSolheim,"Incredible India 🇮🇳!
The ulitimate thrill!
Caving in Meghalaya https://t.co/AV95q0JgZC"
2022-12-19 01:21:00+00:00,ErikSolheim,"Heartwarming!
Rescue of a critically endangered Dugong and an Olive Ridley Turtle by forest staff and local fishermen in Ramanathapuram dist in Tamil Nadu India 🇮🇳.

DFO Jagdish Bakan

 https://t.co/OC4oRONutO"
2022-12-18 12:18:37+00:00,ErikSolheim,"Good discussion with President Wickremesinghe in his home in Colombo. We focused on the huge opportunities for Sri Lanka 🇱🇰 to use green investments in solar, wind, hydro and green hydrogen to fight economic hardship. Carbon credits can help protect the beautiful nature. https://t.co/gHZXycPZZK"
2022-12-18 10:40:00+00:00,ErikSolheim,"A good teacher is like a candle - it consumes itself to light the way for others.'~ Mustafa Kemal Atatürk 🇹🇷

@TansuYegen 

 https://t.co/d5kyLQPwEY"
2022-12-18 07:00:01+00:00,ErikSolheim,"In a world where you can be anything, be kind.

 https://t.co/P5W3L0TapZ"
2022-12-18 06:44:00+00:00,ErikSolheim,"Beautiful China 🇨🇳!

Jiuzhaigou, World Heritage Site in Sichuan - stunning work of art by nature. 

@Amazingsichuan

 https://t.co/KtpEqodxGw"
2022-12-18 06:16:00+00:00,ErikSolheim,"The elusive snow leopard during snow fall…
At Karakoram Range.
VC:WWF

 https://t.co/vaG5ZjgG3F"
2022-12-18 03:19:01+00:00,ErikSolheim,"Wonderful to take part in beach clean up at Unawatuna beach, near Galle, Sri Lanka 🇱🇰.

Young people from all over the worlds most beautiful island joined in. Plastic has no place in nature. Clean beaches are key to bring tourists back!

@ZeroplasticM 
@tourismlk @SriLankaTweet https://t.co/1JhvzzQG0s"
2022-12-17 10:41:00+00:00,ErikSolheim,"She is amazing👏

 https://t.co/USswV0vG8Q"
2022-12-17 07:47:00+00:00,ErikSolheim,"Beautful China 🇨🇳!
The bell sound of Mituo Temple seems to have come from the remote Northern and Southern Dynasties. Buddha said that one leaf makes one world. There are countless worlds in the towering ancient trees. Xiangshan, Guangxi

@IXiangshan 

 https://t.co/nOHFCy0WNb"
2022-12-17 07:02:00+00:00,ErikSolheim,"A Cheetah going for a morning run at 102 Kmph. Cheetah's can reach speeds upto 130 kmph while hunting.

Nature is amazing. Protect it.

 https://t.co/UUZYTECPtU"
2022-12-17 06:57:00+00:00,ErikSolheim,"This is why football is a beautiful sport

 https://t.co/WmeOyD9IhY"
2022-12-17 03:02:00+00:00,ErikSolheim,"Incredible India 🇮🇳!
The magical train to Shimla, Himachal Pradesh.

 https://t.co/3zHbUz5U9q"
2022-12-17 02:41:01+00:00,ErikSolheim,"Outside the Chicago Art Institute, a lane is named 'Swami Vivekananda Way.' His words didn't just inspire India 🇮🇳 they inspired the world. https://t.co/wqMnVi7sYl"
2022-12-17 01:58:01+00:00,ErikSolheim,"Incredible India 🇮🇳!

Khajuraho Groups of Temple

UNESCO World Heritage list

Madhya Pradesh

@MPTourism https://t.co/wqbZ7O3vxe"
2022-12-17 01:36:01+00:00,ErikSolheim,"Incredible India 🇮🇳!
Beauty of roads in Tamil Nadu
NH 44, Thirunelveli

Great photo: https://t.co/1epkO6Myzu https://t.co/IJAqAKQGm3"
2022-12-17 01:16:00+00:00,ErikSolheim,"Incredible India 🇮🇳!

High in HimachalPradesh's Lahaul &amp; Spiti district lies a surprising secret. A 500 year-old mummy with its teeth intact!

 https://t.co/efEyRa4AgK"
2022-12-17 01:09:00+00:00,ErikSolheim,"Incredible India 🇮🇳
This clip is proof of just how Incredible India is, the diversity of co-existing cultures. The HornbillFestival is so unique that it can only go from strength to strength…

Thanks @anandmahindra 

 https://t.co/ZNPuklJWnx"
2022-12-17 01:02:00+00:00,ErikSolheim,"Bravo India 🇮🇳, Bravo Assam!
These conservationists in India planted trees to help create a 'bridge' for gibbons to safely swing across train tracks

 https://t.co/LBye1BuS9p"
2022-12-16 15:49:12+00:00,ErikSolheim,"Good meeting in Colombo Sri Lanka 🇱🇰 with Mano Ganesan, core leader of Tamils of Indian origin. Udaya Kumar, member of parliament from Nuwara Eliya, joined.

Discussion centred around environment issues and the economic hardship facing the Hill Country Community.

@ManoGanesan https://t.co/tRuFrwqkVK"
2022-12-16 14:38:00+00:00,ErikSolheim,"Such a team work! ❤️

Chinese 🇨🇳 children are doing sport at school

 https://t.co/NgFZZKgwid"
2022-12-16 07:39:00+00:00,ErikSolheim,"How wonderful in nature!

A fish can climb a wall through water 🐟

@TansuYegen 

 https://t.co/owLCRqoinr"
2022-12-16 06:27:00+00:00,ErikSolheim,"Well done France 🇫🇷!

The French government is using grants to cut down on electronic waste. Its time for a circular economy!

 https://t.co/oaFHJtX2rS"
2022-12-16 06:05:00+00:00,ErikSolheim,"Shanghai, the afternoon of the North Bund in winter.😍😊😊

First time I visited China 🇨🇳, there were no skyscrapers in the land. What an incredible transformation!

 https://t.co/FXxxhu3QTT"
2022-12-16 05:34:00+00:00,ErikSolheim,"This plane is fully electric, can travel 800 km and recharge its batteries in 30 minutes. It's just the beginning.

 https://t.co/C6VzDM1CjQ"
2022-12-16 02:02:05+00:00,ErikSolheim,"The epic of Ramayana is one of the two great epics of India 🇮🇳. 

I visited Rameswaram in Tamil Nadu and the marvellous Shiva temple celebrating the victory of Ram and Hanuman. Wonderful south Indian architecture . What a lovely visit! 

. https://t.co/Ku2NEvkV0B"
2022-12-16 01:56:00+00:00,ErikSolheim,"A new short film on how one of Asia’s oldest tramway is on the verge of extinction. 

A group of activists are fighting to preserve what’s left of the 140-year-old mass transit system in Kolkata, India 🇮🇳.

@ahmermkhan 

 https://t.co/WiE9z0BU43"
